monitoring_period,amount_band,pca_signal_band,transactions,transaction_amount,fraud_cases,fraud_amount,avg_pca_abs_signal,fraud_rate,fraud_amount_bps,appetite_status
7,D3,D9,50,289.66,0,0.0,22.951615370973368,0.0,0.0,Within appetite
7,D4,D1,183,1936.34,0,0.0,10.680315522771926,0.0,0.0,Within appetite
7,D4,D10,35,363.09,0,0.0,36.678809493259706,0.0,0.0,Within appetite
7,D4,D2,166,1775.57,0,0.0,12.325521568968904,0.0,0.0,Within appetite
7,D4,D3,111,1181.65,0,0.0,13.610148446877329,0.0,0.0,Within appetite
7,D4,D4,103,1075.8700000000001,0,0.0,14.968953653618447,0.0,0.0,Within appetite
7,D4,D5,69,730.19,0,0.0,16.085534243214955,0.0,0.0,Within appetite
7,D4,D6,62,671.84,0,0.0,17.266162546656577,0.0,0.0,Within appetite
7,D4,D7,53,576.1,0,0.0,18.594943344693743,0.0,0.0,Within appetite
7,D4,D8,63,678.27,0,0.0,20.247911347870186,0.0,0.0,Within appetite
7,D4,D9,45,469.89,0,0.0,23.02054592908488,0.0,0.0,Within appetite
7,D5,D1,148,2629.62,0,0.0,10.513233855844744,0.0,0.0,Within appetite
7,D5,D10,46,753.96,0,0.0,34.54699380328367,0.0,0.0,Within appetite
7,D5,D2,84,1435.06,0,0.0,12.431868829827092,0.0,0.0,Within appetite
7,D5,D3,96,1686.54,0,0.0,13.674335700159743,0.0,0.0,Within appetite
7,D5,D4,133,2281.82,0,0.0,14.895439655412195,0.0,0.0,Within appetite
7,D5,D5,118,1983.6299999999999,0,0.0,16.078051289225,0.0,0.0,Within appetite
7,D5,D6,87,1481.31,0,0.0,17.256299300047047,0.0,0.0,Within appetite
7,D5,D7,79,1351.67,0,0.0,18.451810549995173,0.0,0.0,Within appetite
7,D5,D8,71,1246.42,0,0.0,20.16978771728284,0.0,0.0,Within appetite
7,D5,D9,70,1229.18,0,0.0,22.924223671457764,0.0,0.0,Within appetite
7,D6,D1,153,4424.86,0,0.0,10.44720824565871,0.0,0.0,Within appetite
7,D6,D10,49,1380.1399999999999,0,0.0,34.197587556493914,0.0,0.0,Within appetite
7,D6,D2,113,3320.78,0,0.0,12.390211679762329,0.0,0.0,Within appetite
7,D6,D3,108,3125.45,0,0.0,13.625684522216623,0.0,0.0,Within appetite
7,D6,D4,115,3340.79,0,0.0,14.855808977157972,0.0,0.0,Within appetite
7,D6,D5,118,3416.83,0,0.0,16.11218015082382,0.0,0.0,Within appetite
7,D6,D6,97,2836.89,0,0.0,17.228599580657587,0.0,0.0,Within appetite
7,D6,D7,112,3240.37,0,0.0,18.517794456439297,0.0,0.0,Within appetite
7,D6,D8,76,2248.1,0,0.0,20.265710360555342,0.0,0.0,Within appetite
7,D6,D9,69,2003.6399999999999,0,0.0,22.655512851909204,0.0,0.0,Within appetite
7,D7,D1,160,7519.75,0,0.0,10.595358658331456,0.0,0.0,Within appetite
7,D7,D10,30,1372.58,0,0.0,38.16028860319384,0.0,0.0,Within appetite
7,D7,D2,103,4784.25,0,0.0,12.402406334104526,0.0,0.0,Within appetite
7,D7,D3,115,5377.55,0,0.0,13.642874703614499,0.0,0.0,Within appetite
7,D7,D4,126,6088.86,0,0.0,14.867925287558458,0.0,0.0,Within appetite
7,D7,D5,110,5117.5,0,0.0,16.118301125379382,0.0,0.0,Within appetite
7,D7,D6,112,5265.64,0,0.0,17.329564557793077,0.0,0.0,Within appetite
7,D7,D7,102,4922.76,0,0.0,18.60166756168233,0.0,0.0,Within appetite
7,D7,D8,87,4182.96,0,0.0,20.237021239291646,0.0,0.0,Within appetite
7,D7,D9,68,3158.91,0,0.0,22.66413234892561,0.0,0.0,Within appetite
7,D8,D1,134,10245.539999999999,0,0.0,10.6677382043004,0.0,0.0,Within appetite
7,D8,D10,79,6758.65,5,499.95,44.998253670115346,0.06329113924050633,739.7187308116266,Breach
7,D8,D2,104,8357.54,0,0.0,12.446208552464412,0.0,0.0,Within appetite
7,D8,D3,118,9031.01,0,0.0,13.668900665604673,0.0,0.0,Within appetite
7,D8,D4,125,9609.74,0,0.0,14.915205933935711,0.0,0.0,Within appetite
7,D8,D5,154,12059.97,0,0.0,16.079186937615148,0.0,0.0,Within appetite
7,D8,D6,136,10548.34,0,0.0,17.285442773136626,0.0,0.0,Within appetite
7,D8,D7,113,8845.0,0,0.0,18.663617086639665,0.0,0.0,Within appetite
7,D8,D8,93,7366.8,0,0.0,20.279755780735425,0.0,0.0,Within appetite
7,D8,D9,89,7082.94,0,0.0,22.80935072638092,0.0,0.0,Within appetite
7,D9,D1,116,16195.78,0,0.0,10.598197670128926,0.0,0.0,Within appetite
7,D9,D10,73,10809.87,0,0.0,36.6347866044591,0.0,0.0,Within appetite
7,D9,D2,88,12913.29,0,0.0,12.440247799089976,0.0,0.0,Within appetite
7,D9,D3,112,15759.35,0,0.0,13.70253374797619,0.0,0.0,Within appetite
7,D9,D4,134,19342.34,0,0.0,14.900109815429047,0.0,0.0,Within appetite
7,D9,D5,123,18163.76,0,0.0,16.193868416019214,0.0,0.0,Within appetite
7,D9,D6,134,19365.03,0,0.0,17.246038786910443,0.0,0.0,Within appetite
7,D9,D7,107,15470.25,0,0.0,18.627542912170668,0.0,0.0,Within appetite
7,D9,D8,121,17414.02,0,0.0,20.364035024455426,0.0,0.0,Within appetite
7,D9,D9,112,16892.38,0,0.0,22.82874457628135,0.0,0.0,Within appetite
8,D1,D1,191,157.44,0,0.0,10.560395867560965,0.0,0.0,Within appetite
8,D1,D10,136,112.65,8,6.67,41.19707050441512,0.058823529411764705,592.0994229915667,Breach
8,D1,D2,103,82.23,0,0.0,12.397486338709584,0.0,0.0,Within appetite
8,D1,D3,92,73.62,0,0.0,13.655261917050597,0.0,0.0,Within appetite
8,D1,D4,101,81.76,0,0.0,14.945970873375607,0.0,0.0,Within appetite
8,D1,D5,71,57.72,0,0.0,16.075447025670456,0.0,0.0,Within appetite
8,D1,D6,33,24.56,0,0.0,17.401566373127398,0.0,0.0,Within appetite
8,D1,D7,41,33.64,0,0.0,18.597448711876456,0.0,0.0,Within appetite
8,D1,D8,39,31.42,0,0.0,20.349645385828815,0.0,0.0,Within appetite
8,D1,D9,49,42.23,0,0.0,22.93812413874954,0.0,0.0,Within appetite
8,D10,D1,36,9484.04,0,0.0,10.980470857885816,0.0,0.0,Within appetite
8,D10,D10,301,301816.05,4,1287.95,41.06798228557346,0.013289036544850499,42.67334358129728,Breach
8,D10,D2,42,12403.65,0,0.0,12.478131863590537,0.0,0.0,Within appetite
8,D10,D3,66,22269.05,0,0.0,13.668042826266532,0.0,0.0,Within appetite
8,D10,D4,93,30397.89,0,0.0,14.926785242162358,0.0,0.0,Within appetite
8,D10,D5,130,46252.74,0,0.0,16.105618855348546,0.0,0.0,Within appetite
8,D10,D6,130,49462.97,0,0.0,17.292187862493943,0.0,0.0,Within appetite
8,D10,D7,112,48775.29,0,0.0,18.624860294521508,0.0,0.0,Within appetite
8,D10,D8,134,59660.01,0,0.0,20.28939059574438,0.0,0.0,Within appetite
8,D10,D9,183,91104.89,0,0.0,22.93696506361935,0.0,0.0,Within appetite
8,D2,D1,284,556.46,0,0.0,10.423528980214632,0.0,0.0,Within appetite
8,D2,D10,63,119.65,1,1.75,38.833323769727656,0.015873015873015872,146.2599247806101,Breach
8,D2,D2,111,231.97,0,0.0,12.359465371533227,0.0,0.0,Within appetite
8,D2,D3,72,148.74,0,0.0,13.617104198515996,0.0,0.0,Within appetite
8,D2,D4,73,153.31,0,0.0,14.936144254957092,0.0,0.0,Within appetite
8,D2,D5,44,98.94,0,0.0,16.074653756948603,0.0,0.0,Within appetite
8,D2,D6,44,86.83,1,1.79,17.391681028352625,0.022727272727272728,206.14994817459404,Breach
8,D2,D7,34,74.03,0,0.0,18.64790611974485,0.0,0.0,Within appetite
8,D2,D8,25,52.83,0,0.0,20.2643456820265,0.0,0.0,Within appetite
8,D2,D9,31,61.58,0,0.0,23.19167016844482,0.0,0.0,Within appetite
8,D3,D1,197,1118.85,0,0.0,10.611116585322964,0.0,0.0,Within appetite
8,D3,D10,62,361.04,2,12.52,33.637469894856444,0.03225806451612903,346.7759805007755,Breach
8,D3,D2,117,682.52,0,0.0,12.34524895045977,0.0,0.0,Within appetite
8,D3,D3,90,523.28,0,0.0,13.629336199666364,0.0,0.0,Within appetite
8,D3,D4,93,557.38,0,0.0,14.876245614581748,0.0,0.0,Within appetite
8,D3,D5,74,453.9,0,0.0,16.060431111396674,0.0,0.0,Within appetite
8,D3,D6,78,445.38,1,5.09,17.27044489981709,0.01282051282051282,114.28443127217207,Breach
8,D3,D7,67,408.41,0,0.0,18.633731918954005,0.0,0.0,Within appetite
8,D3,D8,63,382.98,0,0.0,20.366918693475053,0.0,0.0,Within appetite
8,D3,D9,64,386.69,0,0.0,22.743292729782297,0.0,0.0,Within appetite
8,D4,D1,218,2321.22,0,0.0,10.733261703316522,0.0,0.0,Within appetite
8,D4,D10,43,446.4,0,0.0,40.28013656916301,0.0,0.0,Within appetite
8,D4,D2,173,1834.8500000000001,0,0.0,12.379832019234165,0.0,0.0,Within appetite
8,D4,D3,107,1114.3700000000001,0,0.0,13.658919353315813,0.0,0.0,Within appetite
8,D4,D4,84,897.68,0,0.0,14.908960107381342,0.0,0.0,Within appetite
8,D4,D5,87,924.15,0,0.0,16.20136198663356,0.0,0.0,Within appetite
8,D4,D6,66,691.21,0,0.0,17.279560500101194,0.0,0.0,Within appetite
8,D4,D7,60,643.88,0,0.0,18.445220470623713,0.0,0.0,Within appetite
8,D4,D8,65,702.88,0,0.0,20.230175389671054,0.0,0.0,Within appetite
8,D4,D9,49,512.85,0,0.0,22.92797311877627,0.0,0.0,Within appetite
8,D5,D1,146,2545.0099999999998,0,0.0,10.603348159769519,0.0,0.0,Within appetite
8,D5,D10,46,825.45,0,0.0,36.119718147515194,0.0,0.0,Within appetite
8,D5,D2,92,1654.82,0,0.0,12.379492685108927,0.0,0.0,Within appetite
8,D5,D3,100,1741.91,0,0.0,13.672203259946805,0.0,0.0,Within appetite
8,D5,D4,107,1879.37,0,0.0,14.922046893871585,0.0,0.0,Within appetite
8,D5,D5,130,2183.54,0,0.0,16.08766064280878,0.0,0.0,Within appetite
8,D5,D6,88,1516.32,0,0.0,17.286358116863706,0.0,0.0,Within appetite
8,D5,D7,77,1354.04,0,0.0,18.52543147609375,0.0,0.0,Within appetite
8,D5,D8,79,1404.46,0,0.0,20.119318128944688,0.0,0.0,Within appetite
8,D5,D9,57,1026.64,0,0.0,22.781251235688387,0.0,0.0,Within appetite
8,D6,D1,246,7014.11,0,0.0,10.322033144389755,0.0,0.0,Within appetite
8,D6,D10,57,1648.18,0,0.0,32.630681029597866,0.0,0.0,Within appetite
8,D6,D2,107,3048.13,0,0.0,12.422189860745513,0.0,0.0,Within appetite
8,D6,D3,116,3299.21,0,0.0,13.611630527828465,0.0,0.0,Within appetite
8,D6,D4,167,4922.55,0,0.0,14.848303030726779,0.0,0.0,Within appetite
8,D6,D5,133,3762.5099999999998,0,0.0,16.135835947788127,0.0,0.0,Within appetite
8,D6,D6,101,2892.8,0,0.0,17.248701609226053,0.0,0.0,Within appetite
8,D6,D7,90,2651.22,0,0.0,18.539843685601127,0.0,0.0,Within appetite
8,D6,D8,91,2616.0,0,0.0,20.231942139545257,0.0,0.0,Within appetite
8,D6,D9,72,2069.31,0,0.0,22.78109885000613,0.0,0.0,Within appetite
8,D7,D1,160,7557.42,0,0.0,10.467477602314922,0.0,0.0,Within appetite
8,D7,D10,45,2088.13,0,0.0,32.61484870437171,0.0,0.0,Within appetite
8,D7,D2,108,5147.59,0,0.0,12.422009423982818,0.0,0.0,Within appetite
8,D7,D3,113,5186.35,0,0.0,13.687644939287782,0.0,0.0,Within appetite
8,D7,D4,107,4945.86,0,0.0,14.863653342459884,0.0,0.0,Within appetite
8,D7,D5,110,5149.87,0,0.0,16.064639849909028,0.0,0.0,Within appetite
8,D7,D6,115,5334.58,0,0.0,17.335983289611054,0.0,0.0,Within appetite
8,D7,D7,96,4530.39,0,0.0,18.597434535415353,0.0,0.0,Within appetite
8,D7,D8,84,3915.66,0,0.0,20.21254170297627,0.0,0.0,Within appetite
8,D7,D9,79,3750.3,0,0.0,22.752771322407042,0.0,0.0,Within appetite
8,D8,D1,120,9189.81,0,0.0,10.433074398120226,0.0,0.0,Within appetite
8,D8,D10,52,4155.47,0,0.0,38.54588963340676,0.0,0.0,Within appetite
8,D8,D2,106,8372.32,0,0.0,12.378636492624958,0.0,0.0,Within appetite
8,D8,D3,100,7733.83,0,0.0,13.642027335345372,0.0,0.0,Within appetite
8,D8,D4,126,9761.06,0,0.0,14.89253491035291,0.0,0.0,Within appetite
8,D8,D5,136,10569.24,0,0.0,16.14854259446532,0.0,0.0,Within appetite
8,D8,D6,126,9753.75,0,0.0,17.371492063079476,0.0,0.0,Within appetite
8,D8,D7,91,7052.45,0,0.0,18.59264574698923,0.0,0.0,Within appetite
8,D8,D8,84,6538.88,0,0.0,20.258971596195927,0.0,0.0,Within appetite
8,D8,D9,90,7164.14,0,0.0,22.737059813956904,0.0,0.0,Within appetite
8,D9,D1,96,13312.65,0,0.0,10.575367616855864,0.0,0.0,Within appetite
8,D9,D10,110,16862.81,4,567.27,39.038186708981904,0.03636363636363636,336.40300756516854,Breach
8,D9,D2,79,11422.19,0,0.0,12.40872007437567,0.0,0.0,Within appetite
8,D9,D3,104,14757.39,0,0.0,13.711143827710092,0.0,0.0,Within appetite
8,D9,D4,130,18535.6,0,0.0,14.89475012875424,0.0,0.0,Within appetite
8,D9,D5,145,21311.99,0,0.0,16.046866216420298,0.0,0.0,Within appetite
8,D9,D6,121,17612.33,0,0.0,17.27495117151525,0.0,0.0,Within appetite
8,D9,D7,114,16508.57,0,0.0,18.53663443029261,0.0,0.0,Within appetite
8,D9,D8,117,16961.19,0,0.0,20.2777801831839,0.0,0.0,Within appetite
8,D9,D9,113,15718.45,0,0.0,22.81813648380157,0.0,0.0,Within appetite
9,D1,D1,222,195.78,0,0.0,10.443977272547093,0.0,0.0,Within appetite
9,D1,D10,117,95.83,1,1.0,34.02227146592196,0.008547008547008548,104.35145570280706,Watchlist
9,D1,D2,121,97.8,0,0.0,12.4375787139619,0.0,0.0,Within appetite
9,D1,D3,123,98.17,0,0.0,13.66783370350114,0.0,0.0,Within appetite
9,D1,D4,116,92.4,0,0.0,14.901984288789432,0.0,0.0,Within appetite
9,D1,D5,64,50.22,0,0.0,16.11800553023864,0.0,0.0,Within appetite
9,D1,D6,60,47.88,0,0.0,17.349103443062745,0.0,0.0,Within appetite
9,D1,D7,44,32.15,0,0.0,18.596525089477506,0.0,0.0,Within appetite
9,D1,D8,54,40.59,0,0.0,20.133504744805077,0.0,0.0,Within appetite
9,D1,D9,46,40.38,0,0.0,22.82767104147471,0.0,0.0,Within appetite
9,D10,D1,20,5223.37,0,0.0,10.970949083118393,0.0,0.0,Within appetite
9,D10,D10,300,302514.01,4,3565.74,36.69858694662067,0.013333333333333334,117.87024343103975,Breach
9,D10,D2,48,15674.39,0,0.0,12.410129272846484,0.0,0.0,Within appetite
9,D10,D3,75,24744.71,0,0.0,13.630827260027688,0.0,0.0,Within appetite
9,D10,D4,99,34585.02,0,0.0,14.942623276416983,0.0,0.0,Within appetite
9,D10,D5,138,47381.8,0,0.0,16.173987640725013,0.0,0.0,Within appetite
9,D10,D6,132,55431.95,0,0.0,17.3637957606192,0.0,0.0,Within appetite
9,D10,D7,113,48672.090000000004,0,0.0,18.485658462270678,0.0,0.0,Within appetite
9,D10,D8,148,67782.28,0,0.0,20.282694881547034,0.0,0.0,Within appetite
9,D10,D9,203,104344.31,0,0.0,22.888867270057155,0.0,0.0,Within appetite
9,D2,D1,379,731.37,0,0.0,10.46593922290752,0.0,0.0,Within appetite
9,D2,D10,60,119.74,1,1.1,36.795467244395546,0.016666666666666666,91.8657090362452,Breach
9,D2,D2,135,285.09,0,0.0,12.316550299404373,0.0,0.0,Within appetite
9,D2,D3,88,175.98,0,0.0,13.636523334703329,0.0,0.0,Within appetite
9,D2,D4,71,152.71,0,0.0,14.865259352247497,0.0,0.0,Within appetite
9,D2,D5,42,94.39,0,0.0,16.1946060627094,0.0,0.0,Within appetite
9,D2,D6,31,68.51,0,0.0,17.262094912558364,0.0,0.0,Within appetite
9,D2,D7,30,60.38,0,0.0,18.50801566286269,0.0,0.0,Within appetite
9,D2,D8,38,74.7,0,0.0,20.370610126379812,0.0,0.0,Within appetite
9,D2,D9,29,61.48,0,0.0,22.890450182208877,0.0,0.0,Within appetite
9,D3,D1,231,1279.63,0,0.0,10.586881333957189,0.0,0.0,Within appetite
9,D3,D10,70,417.28000000000003,3,18.8,33.94942406961137,0.04285714285714286,450.5368098159509,Breach
9,D3,D2,130,716.68,0,0.0,12.400677522342672,0.0,0.0,Within appetite
9,D3,D3,101,573.71,0,0.0,13.700921966410426,0.0,0.0,Within appetite
9,D3,D4,97,573.37,0,0.0,14.874317282088809,0.0,0.0,Within appetite
9,D3,D5,67,390.63,0,0.0,16.179221538299494,0.0,0.0,Within appetite
9,D3,D6,72,424.57,0,0.0,17.228970344227044,0.0,0.0,Within appetite
9,D3,D7,60,364.0,0,0.0,18.558976278221387,0.0,0.0,Within appetite
9,D3,D8,52,316.54,0,0.0,20.301562944490907,0.0,0.0,Within appetite
9,D3,D9,39,230.66,0,0.0,22.757669921525384,0.0,0.0,Within appetite
9,D4,D1,218,2234.18,0,0.0,10.637958101757771,0.0,0.0,Within appetite
9,D4,D10,46,483.44,0,0.0,32.50699789263589,0.0,0.0,Within appetite
9,D4,D2,186,1980.4,0,0.0,12.321461452012532,0.0,0.0,Within appetite
9,D4,D3,105,1126.86,0,0.0,13.615593520540907,0.0,0.0,Within appetite
9,D4,D4,79,844.01,0,0.0,14.881361912307232,0.0,0.0,Within appetite
9,D4,D5,88,940.91,0,0.0,16.10767652222525,0.0,0.0,Within appetite
9,D4,D6,48,511.59,0,0.0,17.250446296062922,0.0,0.0,Within appetite
9,D4,D7,62,660.19,0,0.0,18.658025242649956,0.0,0.0,Within appetite
9,D4,D8,59,618.19,0,0.0,20.214368706236282,0.0,0.0,Within appetite
9,D4,D9,46,483.9,0,0.0,22.975782263802962,0.0,0.0,Within appetite
9,D5,D1,154,2738.99,0,0.0,10.617831051522534,0.0,0.0,Within appetite
9,D5,D10,54,948.77,2,38.019999999999996,31.502791718674683,0.037037037037037035,400.7293653888719,Breach
9,D5,D2,99,1690.75,0,0.0,12.402858245991121,0.0,0.0,Within appetite
9,D5,D3,100,1694.84,0,0.0,13.625733523296462,0.0,0.0,Within appetite
9,D5,D4,119,2032.61,0,0.0,14.938005733154109,0.0,0.0,Within appetite
9,D5,D5,93,1608.41,0,0.0,16.13466602392681,0.0,0.0,Within appetite
9,D5,D6,106,1768.85,0,0.0,17.33869230058402,0.0,0.0,Within appetite
9,D5,D7,84,1481.84,0,0.0,18.65557458844455,0.0,0.0,Within appetite
9,D5,D8,70,1214.2,0,0.0,20.242281302237096,0.0,0.0,Within appetite
9,D5,D9,58,1004.34,0,0.0,23.049894839742873,0.0,0.0,Within appetite
9,D6,D1,151,4481.1,0,0.0,10.509035391428629,0.0,0.0,Within appetite
9,D6,D10,45,1360.93,0,0.0,34.1332427230943,0.0,0.0,Within appetite
9,D6,D2,106,3142.99,0,0.0,12.41676340875044,0.0,0.0,Within appetite
9,D6,D3,103,3076.95,0,0.0,13.67723539077094,0.0,0.0,Within appetite
9,D6,D4,92,2651.78,0,0.0,14.903918598461042,0.0,0.0,Within appetite
9,D6,D5,111,3283.79,0,0.0,16.129839029230755,0.0,0.0,Within appetite
9,D6,D6,107,3128.31,0,0.0,17.335134468937728,0.0,0.0,Within appetite
9,D6,D7,81,2352.14,0,0.0,18.59455712953225,0.0,0.0,Within appetite
9,D6,D8,75,2184.21,0,0.0,20.240952749500085,0.0,0.0,Within appetite
9,D6,D9,78,2314.44,0,0.0,22.81929146927797,0.0,0.0,Within appetite
9,D7,D1,143,6617.78,0,0.0,10.572159545373463,0.0,0.0,Within appetite
9,D7,D10,42,2063.93,1,45.64,36.016423688677285,0.023809523809523808,221.13153062361613,Breach
9,D7,D2,93,4369.34,0,0.0,12.431720412838995,0.0,0.0,Within appetite
9,D7,D3,108,5082.78,0,0.0,13.6582260473907,0.0,0.0,Within appetite
9,D7,D4,108,5099.21,0,0.0,14.975773832278824,0.0,0.0,Within appetite
9,D7,D5,99,4722.93,0,0.0,16.083466496865885,0.0,0.0,Within appetite
9,D7,D6,101,4677.0,0,0.0,17.271673558486018,0.0,0.0,Within appetite
9,D7,D7,89,4294.7,0,0.0,18.566569226250753,0.0,0.0,Within appetite
9,D7,D8,93,4386.08,0,0.0,20.15821139002001,0.0,0.0,Within appetite
9,D7,D9,82,3955.11,0,0.0,22.78106592771163,0.0,0.0,Within appetite
9,D8,D1,119,9028.0,0,0.0,10.426831764965645,0.0,0.0,Within appetite
9,D8,D10,61,4777.07,0,0.0,31.323957499830495,0.0,0.0,Within appetite
9,D8,D2,114,8777.21,0,0.0,12.39955965430621,0.0,0.0,Within appetite
9,D8,D3,107,8334.7,0,0.0,13.591242584048963,0.0,0.0,Within appetite
9,D8,D4,133,10301.86,0,0.0,14.922194639809735,0.0,0.0,Within appetite
9,D8,D5,121,9611.92,0,0.0,16.09352477857242,0.0,0.0,Within appetite
9,D8,D6,108,8689.68,0,0.0,17.2431436604603,0.0,0.0,Within appetite
9,D8,D7,86,6703.67,0,0.0,18.596746986427863,0.0,0.0,Within appetite
9,D8,D8,88,7165.15,0,0.0,20.28788067807056,0.0,0.0,Within appetite
9,D8,D9,109,8498.64,0,0.0,22.833768943634535,0.0,0.0,Within appetite
9,D9,D1,85,11549.7,0,0.0,10.600693133480775,0.0,0.0,Within appetite
9,D9,D10,95,13458.8,3,395.42,36.3508654135379,0.031578947368421054,293.80033881178116,Breach
9,D9,D2,93,13334.59,0,0.0,12.469103987916029,0.0,0.0,Within appetite
9,D9,D3,106,14943.85,0,0.0,13.629785158116368,0.0,0.0,Within appetite
9,D9,D4,121,17378.76,0,0.0,14.879943282874391,0.0,0.0,Within appetite
9,D9,D5,153,22167.25,0,0.0,16.073326095531495,0.0,0.0,Within appetite
9,D9,D6,120,18106.79,0,0.0,17.28599556704909,0.0,0.0,Within appetite
9,D9,D7,107,15103.37,0,0.0,18.58074310873924,0.0,0.0,Within appetite
9,D9,D8,116,17000.83,0,0.0,20.390005257537425,0.0,0.0,Within appetite
9,D9,D9,112,16143.74,0,0.0,22.667476541097635,0.0,0.0,Within appetite
10,D1,D1,227,188.41,0,0.0,10.455184053992312,0.0,0.0,Within appetite
10,D1,D10,124,104.35,1,1.0,33.26066564994672,0.008064516129032258,95.83133684714902,Watchlist
10,D1,D2,102,87.55,0,0.0,12.385864740285442,0.0,0.0,Within appetite
10,D1,D3,127,105.22,0,0.0,13.651077338199995,0.0,0.0,Within appetite
10,D1,D4,123,100.95,0,0.0,14.8657553845665,0.0,0.0,Within appetite
10,D1,D5,78,62.2,0,0.0,16.145263032152283,0.0,0.0,Within appetite
10,D1,D6,51,40.53,0,0.0,17.282453809192916,0.0,0.0,Within appetite
10,D1,D7,43,36.61,0,0.0,18.661900415890095,0.0,0.0,Within appetite
10,D1,D8,52,40.48,2,0.0,20.284739255658526,0.038461538461538464,0.0,Breach
10,D1,D9,51,37.77,0,0.0,22.956752233341238,0.0,0.0,Within appetite
10,D10,D1,29,7880.12,0,0.0,11.094041109686758,0.0,0.0,Within appetite
10,D10,D10,239,251877.28,4,2859.24,37.76835236846093,0.016736401673640166,113.51718582954365,Breach
10,D10,D2,30,8847.06,0,0.0,12.479280263819808,0.0,0.0,Within appetite
10,D10,D3,67,23438.15,0,0.0,13.667215358325103,0.0,0.0,Within appetite
10,D10,D4,96,31696.829999999998,0,0.0,14.930475076656881,0.0,0.0,Within appetite
10,D10,D5,98,34584.22,1,290.18,16.070785009496365,0.01020408163265306,83.90531866845632,Breach
10,D10,D6,123,46214.15,0,0.0,17.303494930197925,0.0,0.0,Within appetite
10,D10,D7,110,44184.58,0,0.0,18.58480639284329,0.0,0.0,Within appetite
10,D10,D8,118,48949.25,0,0.0,20.26281250854578,0.0,0.0,Within appetite
10,D10,D9,162,88961.92,0,0.0,23.039570873232226,0.0,0.0,Within appetite
10,D2,D1,394,778.87,0,0.0,10.452006604018152,0.0,0.0,Within appetite
10,D2,D10,92,189.07999999999998,0,0.0,34.5488350550708,0.0,0.0,Within appetite
10,D2,D2,136,280.69,0,0.0,12.31405992170639,0.0,0.0,Within appetite
10,D2,D3,94,201.59,0,0.0,13.670757559628186,0.0,0.0,Within appetite
10,D2,D4,71,148.9,0,0.0,14.776631306275508,0.0,0.0,Within appetite
10,D2,D5,59,130.89000000000001,0,0.0,16.18254205227241,0.0,0.0,Within appetite
10,D2,D6,47,99.61,0,0.0,17.201041570464263,0.0,0.0,Within appetite
10,D2,D7,26,55.98,0,0.0,18.5589308042856,0.0,0.0,Within appetite
10,D2,D8,29,58.78,0,0.0,20.260446448522654,0.0,0.0,Within appetite
10,D2,D9,31,68.39,0,0.0,23.457331169304727,0.0,0.0,Within appetite
10,D3,D1,248,1400.72,0,0.0,10.675906539961552,0.0,0.0,Within appetite
10,D3,D10,84,471.84,1,7.53,37.11770101053455,0.011904761904761904,159.587995930824,Breach
10,D3,D2,146,807.64,0,0.0,12.409351047041836,0.0,0.0,Within appetite
10,D3,D3,114,669.11,0,0.0,13.697234929137874,0.0,0.0,Within appetite
10,D3,D4,101,595.74,0,0.0,14.880939019286894,0.0,0.0,Within appetite
10,D3,D5,83,479.87,0,0.0,16.180629282071852,0.0,0.0,Within appetite
10,D3,D6,72,449.8,0,0.0,17.27719211287713,0.0,0.0,Within appetite
10,D3,D7,69,411.22,0,0.0,18.60396064727132,0.0,0.0,Within appetite
10,D3,D8,66,413.53000000000003,0,0.0,20.198411002238903,0.0,0.0,Within appetite
10,D3,D9,53,315.06,0,0.0,23.033616457820102,0.0,0.0,Within appetite
10,D4,D1,245,2539.17,0,0.0,10.664695861395149,0.0,0.0,Within appetite
10,D4,D10,61,635.49,0,0.0,41.47010171887918,0.0,0.0,Within appetite
10,D4,D2,166,1772.79,0,0.0,12.376634450388844,0.0,0.0,Within appetite
10,D4,D3,111,1177.56,0,0.0,13.604288180609814,0.0,0.0,Within appetite
10,D4,D4,96,1034.21,0,0.0,14.945950087357927,0.0,0.0,Within appetite
10,D4,D5,94,1007.37,0,0.0,16.15451967126632,0.0,0.0,Within appetite
10,D4,D6,60,626.91,0,0.0,17.273893664063234,0.0,0.0,Within appetite
10,D4,D7,63,677.24,0,0.0,18.526631732164898,0.0,0.0,Within appetite
10,D4,D8,55,586.33,0,0.0,20.305145299563268,0.0,0.0,Within appetite
10,D4,D9,46,485.16,0,0.0,22.705482361139868,0.0,0.0,Within appetite
10,D5,D1,163,2846.5499999999997,0,0.0,10.548637752303621,0.0,0.0,Within appetite
10,D5,D10,58,985.17,0,0.0,31.630669979673176,0.0,0.0,Within appetite
10,D5,D2,119,1996.29,0,0.0,12.438414047512705,0.0,0.0,Within appetite
10,D5,D3,87,1484.91,0,0.0,13.67531254339988,0.0,0.0,Within appetite
10,D5,D4,105,1772.29,0,0.0,14.94705450143438,0.0,0.0,Within appetite
10,D5,D5,121,2071.36,0,0.0,16.143681240432308,0.0,0.0,Within appetite
10,D5,D6,98,1673.96,0,0.0,17.29993423020842,0.0,0.0,Within appetite
10,D5,D7,96,1674.29,0,0.0,18.531851633192122,0.0,0.0,Within appetite
10,D5,D8,88,1513.6299999999999,0,0.0,20.234190803256784,0.0,0.0,Within appetite
10,D5,D9,50,853.28,0,0.0,22.885393121356234,0.0,0.0,Within appetite
