transaction_id,transaction_time,customer_id,device_id,beneficiary_id,amount,channel,merchant_category,country,home_country,account_age_days,customer_segment,customer_vulnerability_score,usual_transaction_amount,usual_transaction_hour,p3_synthetic_risk_grade_context,p3_synthetic_pd_context,device_age_days,device_trust_score,device_country,emulator_flag,rooted_device_flag,beneficiary_age_hours,beneficiary_risk_score,beneficiary_country,mobile_channel_flag,card_channel_flag,api_channel_flag,transfer_merchant_flag,ip_risk_score,failed_otp_count,transactions_last_10m,transactions_last_1h,amount_last_24h,distance_from_last_transaction,night_transaction_flag,new_device_flag,new_beneficiary_flag,high_risk_merchant_flag,country_mismatch_flag,device_country_mismatch_flag,amount_spike_ratio,account_takeover_signal,mule_network_signal,social_engineering_signal,password_reset_recent_flag,multiple_accounts_device_flag,privileged_override_flag,blacklist_hit,duplicate_transaction_flag,transaction_fraud_label,fraud_type,simulation_day,synthetic_split,data_layer,data_status,source_type,claim_boundary,synthetic_model_score_raw,synthetic_model_score,synthetic_anomaly_score,model_feature_set,rule_hit_count,critical_rule_hits,high_rule_hits,medium_rule_hits,rule_hits,rule_reason_codes,rule_primary_action,highest_rule_priority,max_rule_severity,decision,primary_reason_code,all_reason_codes,expected_prevented_loss_proxy,customer_friction_risk,review_priority,sla_hours,override_eligibility,decision_engine_version,model_step_up_threshold,model_review_threshold,model_decline_threshold,anomaly_review_threshold
T000106291,2026-01-01 19:15:00,C0041076,D0035911,B0019775,9.05,MOBILE,TRANSFER,VN,VN,834,Mass,14.87,25.76,15,C,0.22,274,97.74,VN,0,0,336,17.82,VN,1,0,0,1,1.03,1,2,7,27.39,86.53,0,0,0,0,0,0,0.3515,0,0,0,0,0,0,0,0,0,NONE,1,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.4240286925010157,0.01088753769257,0.4557841063650035,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.069,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000039778,2026-01-01 07:54:00,C0000121,D0050144,B0016487,41.02,WEB,GROCERY,MY,MY,1529,Digital_Native,7.37,105.86,11,B,0.16,105,75.9,VN,0,0,4942,14.0,ID,0,0,0,0,9.32,1,2,2,50.38,170.6,0,0,0,0,1,1,0.3875,0,0,0,0,0,0,0,0,0,NONE,1,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.1081471286510217,0.0016036897767273,0.230183885869728,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.046,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000072140,2026-01-10 23:09:00,C0030183,D0016779,B0015282,27.79,MOBILE,UTILITIES,TH,TH,2140,Mass,4.41,19.21,20,B,0.16,154,94.34,ID,0,0,3136,10.99,TH,1,0,0,0,2.94,2,1,2,59.51,7.48,1,0,0,0,0,1,1.4465,0,0,0,0,0,0,0,0,0,NONE,10,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.2524948940743884,0.0047701498907117,0.3204491392895019,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.0928,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000012742,2026-01-07 09:00:00,C0005419,D0009312,B0033245,76.65,MOBILE,TRANSFER,VN,VN,1823,Mass,6.16,55.68,10,E,0.36,112,71.91,SG,0,0,3678,3.6,ID,1,0,0,1,4.72,0,0,0,120.41,54.85,0,0,0,0,0,1,1.3766,0,0,1,1,0,0,0,0,0,NONE,7,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.1476779687442894,0.0023452811714556,0.7385453303534515,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.1258,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000146776,2026-01-29 17:47:00,C0039641,D0053996,B0004638,30.8,CARD,ELECTRONICS,VN,VN,1370,Mass,12.0,36.19,16,A,0.1,284,63.76,ID,0,0,1542,6.89,VN,0,1,0,0,5.47,0,5,5,93.4,42.14,0,0,0,1,0,1,0.8512,0,0,0,0,0,0,0,0,0,NONE,29,test,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.4305618045745843,0.0111986606599488,0.135790337753225,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.2414,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000201419,2026-01-05 16:10:00,C0005209,D0020026,B0075680,378.17,MOBILE,TRAVEL,TH,TH,671,Mass,10.08,152.45,13,B,0.16,1041,60.25,ID,0,0,1928,7.93,VN,1,0,0,0,3.98,1,1,3,1337.84,59.48,0,0,0,0,0,1,2.4806,0,0,0,0,0,0,0,0,0,NONE,5,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.2422771945984115,0.0045000062246477,0.0301143819241807,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,1.1912,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000139889,2026-01-08 23:47:00,C0011766,D0053167,B0021641,95.75,MOBILE,TRAVEL,ID,ID,1565,Mass,8.11,70.19,19,B,0.16,222,72.59,VN,0,0,1401,10.97,ID,1,0,0,0,2.89,0,0,2,158.82,47.1,1,1,0,0,0,1,1.3641,0,0,0,0,0,0,0,0,0,NONE,8,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.2472101576828338,0.004629406274968,0.4720636080936146,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.3103,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000184177,2026-01-22 16:57:00,C0026021,D0055614,B0041856,5.15,MOBILE,GAMING,SG,SG,320,Mass,12.23,12.91,14,B,0.16,298,92.43,VN,0,0,1884,3.8,VN,1,0,0,0,4.56,0,5,6,16.86,30.6,0,0,1,1,0,1,0.399,1,0,1,1,0,0,0,0,0,NONE,22,validation,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.637442085131537,0.0271144434129739,0.953522232274996,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.0977,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000146454,2026-01-06 20:29:00,C0026164,D0017410,B0085257,98.4,MOBILE,GROCERY,VN,VN,475,Digital_Native,13.13,140.46,17,A,0.1,556,56.22,TH,0,0,678,7.64,VN,1,0,0,0,4.14,0,1,2,162.8,116.35,0,0,0,0,0,1,0.7005,0,0,0,0,0,0,0,0,0,NONE,6,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.1723298071480441,0.0028518267262758,0.0069384111158379,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.1964,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000041406,2026-01-26 22:13:00,C0017216,D0014202,B0011214,199.09,CARD,TRANSFER,VN,VN,1989,Mass,3.89,94.14,13,C,0.22,640,87.95,PH,0,0,989,8.44,VN,0,1,0,1,12.95,0,1,3,305.77,76.12,0,0,0,0,0,1,2.1148,0,0,0,0,0,0,0,0,0,NONE,26,test,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.0820056867107069,0.001157936878547,0.4724710450157882,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.1614,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000030095,2026-01-26 23:39:00,C0034612,D0042674,B0024747,377.47,API,RETAIL,SG,SG,433,Digital_Native,22.23,58.41,23,D,0.29,190,97.02,SG,0,0,2329,8.68,ID,0,0,1,0,5.43,2,2,3,646.02,19.53,1,0,0,0,0,0,6.4625,0,0,0,0,0,0,0,0,0,NONE,26,test,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.5681923805886478,0.0200463495529681,0.8556115448450242,observable_controls_v1,1,0,0,1,FRD-060,RC_BEHAVIOUR_CHANGE,STEP_UP,6,MEDIUM,ALLOW,RC_LOW_RISK,RC_LOW_RISK;RC_BEHAVIOUR_CHANGE,5.2968,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000035103,2026-01-05 08:32:00,C0003960,D0041530,B0061942,316.9,WEB,GAMING,MY,MY,1017,Mass,23.77,127.82,10,C,0.22,220,79.69,MY,0,0,2137,10.01,VN,0,0,0,0,24.03,4,1,1,795.44,168.9,0,0,1,1,0,0,2.4792,0,1,0,0,0,0,0,0,0,NONE,5,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.5343708902903245,0.0173711344907172,0.8864629082607836,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,3.8534,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000038113,2026-01-09 11:23:00,C0014227,D0034296,B0012261,216.32,MOBILE,RETAIL,VN,VN,586,Mass,17.2,107.01,13,B,0.16,402,68.25,VN,0,0,6155,12.3,SG,1,0,0,0,6.38,3,0,3,808.04,94.71,0,1,0,0,0,0,2.0215,0,1,1,0,0,0,0,0,0,NONE,9,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.3120480238388178,0.0065221102207182,0.8460188020156144,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.9876,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000203593,2026-01-27 10:25:00,C0026867,D0051725,B0009547,57.68,CARD,RETAIL,VN,VN,674,Digital_Native,9.52,35.76,5,B,0.16,701,88.57,VN,0,0,3674,29.78,SG,0,1,0,0,4.55,0,3,4,153.06,60.25,0,0,0,0,0,0,1.613,0,0,0,0,0,0,0,0,0,NONE,27,test,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.1355726493984278,0.0021092299456877,0.1736999466736969,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.0852,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000026740,2026-01-24 03:24:00,C0016858,D0038455,B0064233,313.67,MOBILE,GROCERY,VN,SG,1402,Digital_Native,6.85,66.98,5,C,0.22,787,91.49,VN,0,0,1043,12.56,VN,1,0,0,0,8.65,3,1,2,634.26,28.93,1,0,0,0,1,1,4.683,0,0,0,0,0,0,0,0,0,NONE,24,validation,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.1790815602046244,0.0029968658166601,0.6323540866522466,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.658,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000035938,2026-01-28 15:35:00,C0004763,D0058670,B0055701,208.09,CARD,GROCERY,ID,ID,89,SME,42.11,276.39,13,D,0.29,773,55.84,SG,0,0,2135,6.37,VN,0,1,0,0,13.74,1,1,6,381.88,172.79,0,0,0,0,0,1,0.7529,0,0,0,0,0,0,0,0,0,NONE,28,test,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.2290363736315833,0.0041618355618914,0.2946547870842496,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.6062,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000211606,2026-01-26 17:31:00,C0003040,D0021169,B0024880,49.95,MOBILE,ELECTRONICS,TH,TH,1055,Mass,15.0,32.56,15,C,0.22,277,63.83,ID,0,0,1572,40.18,VN,1,0,0,0,13.75,3,2,2,126.38,180.37,0,1,0,1,0,1,1.5341,0,0,0,0,0,0,0,0,0,NONE,26,test,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.5673610979683736,0.0199754612393093,0.5687699599153969,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.6984,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000124787,2026-01-17 14:54:00,C0026688,D0027171,B0052488,145.74,MOBILE,RETAIL,VN,VN,1345,Digital_Native,16.47,138.85,14,C,0.22,540,49.71,MY,0,0,1923,44.64,VN,1,0,0,0,2.82,1,0,3,293.62,84.6,0,0,0,0,0,1,1.0496,0,0,0,0,0,0,0,0,0,NONE,17,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.3528169015846409,0.0079249331289877,0.1273779636542298,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.8085,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000153886,2026-01-03 22:20:00,C0043959,D0021760,B0023049,2076.69,CARD,ELECTRONICS,SG,SG,1252,Mass,10.17,1445.57,21,C,0.22,626,78.65,VN,0,0,3657,0.95,SG,0,1,0,0,9.67,2,1,4,10146.43,189.73,0,1,0,1,0,1,1.4366,0,0,0,0,0,0,0,0,0,NONE,3,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.4601063246222458,0.0127044040295535,0.8597578147000845,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,18.4682,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000176075,2026-01-03 17:56:00,C0003075,D0036579,B0024991,133.63,MOBILE,RETAIL,VN,VN,1209,Digital_Native,26.0,57.38,11,D,0.29,843,43.78,MY,0,0,2406,31.57,PH,1,0,0,0,19.51,0,1,5,183.26,102.69,0,0,1,0,0,1,2.3288,0,0,0,0,1,0,0,0,0,NONE,3,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.5273096294498237,0.0168621342929259,0.776994194023859,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,1.5773,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000221169,2026-01-17 15:00:00,C0015664,D0021309,B0047748,8.16,MOBILE,GROCERY,PH,PH,901,Mass,20.48,11.53,16,B,0.16,1175,80.43,ID,0,0,235,28.76,VN,1,0,0,0,3.95,1,3,3,21.48,103.77,0,0,0,0,0,1,0.7077,0,1,0,0,0,0,0,0,0,NONE,17,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.5169931521872055,0.0161460221146553,0.4626805754447354,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.0922,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000160748,2026-01-26 09:45:00,C0043308,D0042084,B0055274,201.31,MOBILE,GROCERY,MY,MY,917,Mass,24.71,50.92,9,C,0.22,376,90.16,PH,0,0,3328,0.81,ID,1,0,0,0,6.82,2,1,2,464.33,77.07,0,0,0,0,0,1,3.9534,0,0,0,1,0,0,0,0,0,NONE,26,test,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.552277340890272,0.0187359099769367,0.2022085477869584,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,2.6402,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000120839,2026-01-04 13:10:00,C0012461,D0002362,B0089718,25.15,WEB,ELECTRONICS,MY,MY,502,Mass,12.01,57.41,13,B,0.16,744,63.45,PH,0,0,962,1.82,VN,0,0,0,0,2.49,0,0,2,67.54,215.01,0,0,0,1,0,1,0.4381,0,0,0,0,0,0,0,0,0,NONE,4,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.3800132592023103,0.0089711652572619,0.1138067191141841,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.1579,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000025884,2026-01-02 18:12:00,C0042719,D0058724,B0023447,9.01,MOBILE,RETAIL,VN,VN,1990,Mass,15.65,10.22,18,D,0.29,163,69.23,TH,0,0,1129,11.53,PH,1,0,0,0,7.03,3,3,7,35.88,23.74,0,1,0,0,0,1,0.8815,0,0,0,0,0,0,0,0,0,NONE,2,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.5236293287207977,0.0166030008977171,0.3652492255702619,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.1047,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000197066,2026-01-08 03:11:00,C0012711,D0007669,B0049602,9.88,MOBILE,TRAVEL,PH,PH,1427,Mass,21.96,41.99,7,D,0.29,264,90.56,SG,0,0,2028,10.67,PH,1,0,0,0,9.34,1,1,1,12.23,49.98,1,0,0,0,0,1,0.2353,0,0,0,0,0,0,0,0,0,NONE,8,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.4223972419425795,0.0108109982918293,0.194994517576709,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.0748,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000080276,2026-01-20 05:35:00,C0027939,D0007034,B0025669,131.1,WEB,GROCERY,ID,ID,249,Digital_Native,17.96,99.95,4,D,0.29,1119,50.93,VN,0,0,766,14.05,VN,0,0,0,0,4.21,1,1,2,213.06,25.41,1,0,0,0,0,1,1.3116,0,0,0,0,0,0,0,0,0,NONE,20,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.1120056396968315,0.0016724267285337,0.3528164077245247,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.1535,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000090259,2026-01-30 06:54:00,C0042957,D0014367,B0040297,315.87,MOBILE,RETAIL,VN,VN,736,Mass,11.36,140.15,11,A,0.1,207,79.43,ID,0,0,787,11.36,MY,1,0,0,0,7.89,0,5,6,580.65,22.92,0,0,0,0,0,1,2.2538,0,1,0,0,0,0,0,0,0,NONE,30,test,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.2461982969687463,0.0046027091942121,0.3883652791841674,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,1.0177,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000233130,2026-01-07 15:50:00,C0040593,D0026612,B0056768,17.55,API,ELECTRONICS,VN,ID,1070,Mass,17.36,68.99,19,C,0.22,508,78.77,VN,0,0,2873,6.56,SG,0,0,1,0,11.16,1,6,11,68.58,468.25,0,0,0,1,1,1,0.2544,0,1,0,0,0,0,0,0,0,NONE,7,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.6169055463076647,0.0247481931056957,0.9381714470601628,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.304,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000218572,2026-01-04 15:17:00,C0011593,D0036833,B0063751,268.85,MOBILE,GROCERY,VN,VN,397,Mass,7.93,127.13,19,B,0.16,57,87.63,VN,0,0,2822,20.81,VN,1,0,0,0,2.61,0,3,5,392.86,35.79,0,0,0,0,0,1,2.1148,0,0,0,0,0,0,0,0,0,NONE,4,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.1886065214943374,0.0032062834952009,0.0434938914420271,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.6034,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000043013,2026-01-05 15:08:00,C0025067,D0034644,B0077151,591.79,MOBILE,TRANSFER,VN,VN,2090,Digital_Native,11.25,248.68,19,B,0.16,218,70.79,VN,0,0,3107,35.47,VN,1,0,0,1,7.13,1,0,1,1246.59,13.35,0,0,0,0,0,0,2.3797,0,0,1,0,0,0,0,0,0,NONE,5,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.2038757851139034,0.0035541365672969,0.6142051684571922,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,1.4723,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000026554,2026-01-06 18:58:00,C0047620,D0041995,B0033177,448.07,MOBILE,GAMING,VN,VN,495,Mass,20.46,221.56,16,D,0.29,488,70.79,VN,0,0,1660,18.66,VN,1,0,0,0,9.51,1,0,3,1276.22,225.81,0,0,0,1,0,0,2.0223,0,0,0,0,0,0,0,0,0,NONE,6,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.5754682692627967,0.0206789076791766,0.2023583407730516,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,6.4859,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000233191,2026-01-08 22:03:00,C0044188,D0047470,B0040085,544.9,CARD,UTILITIES,MY,VN,603,Digital_Native,27.9,111.98,20,A,0.1,284,78.16,PH,0,0,3232,18.86,SG,0,1,0,0,14.55,1,0,4,1178.04,442.58,0,0,0,0,1,1,4.866,0,0,0,0,1,0,0,0,0,NONE,8,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.2149030887596616,0.0038150287826088,0.7044524467186348,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,1.4552,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000188431,2026-01-08 15:46:00,C0005070,D0032176,B0052533,111.27,MOBILE,GAMING,SG,SG,2315,Mass,22.41,66.67,13,B,0.16,64,88.81,VN,0,0,675,16.71,MY,1,0,0,0,2.87,0,1,4,253.57,96.59,0,0,0,1,0,1,1.669,0,0,1,0,0,0,0,0,0,NONE,8,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.5913722798849581,0.0221415900332519,0.3121086658238314,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,1.7246,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000013191,2026-01-17 07:10:00,C0018938,D0005061,B0006882,92.42,MOBILE,GAMING,MY,MY,1420,Mass,7.86,91.28,10,B,0.16,210,94.88,VN,0,0,1769,31.99,VN,1,0,0,0,1.96,1,1,2,123.47,33.06,0,0,0,1,1,1,1.0125,0,1,0,0,0,0,0,0,0,NONE,17,train,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.5608453272878361,0.0194293213885774,0.6253018328669778,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,1.257,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
T000028273,2026-01-25 11:32:00,C0014047,D0053580,B0007771,540.54,CARD,UTILITIES,VN,VN,665,Digital_Native,12.88,177.38,7,D,0.29,971,57.83,VN,0,0,778,2.17,TH,0,1,0,0,4.12,2,1,2,870.62,36.94,0,0,0,0,1,0,3.0474,0,1,0,0,0,0,0,0,0,NONE,25,validation,Synthetic,Derived,"Synthetic model, anomaly and deterministic rules",Controls-testing decisions only; no live payment action,0.1357028356099305,0.0021117255509316,0.7708826401912556,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,ALLOW,RC_LOW_RISK,RC_LOW_RISK,0.799,Low,NONE,0,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802
