beneficiary_id,beneficiary_age_hours,beneficiary_risk_score,new_beneficiary_flag,beneficiary_country,beneficiary_blacklist_flag,data_layer,data_status,source_type,claim_boundary
B0026851,1439,15.32,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0007562,2156,5.83,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0000836,2366,7.25,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0007623,3004,23.33,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0012986,3044,21.84,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0047482,411,32.43,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0059094,1072,18.26,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0026059,1441,7.99,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0031270,2471,24.79,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0076312,3423,8.04,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0017348,3255,32.21,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0073114,5841,27.55,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0075437,2284,12.42,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0026362,1157,42.01,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0017739,874,11.66,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0017050,2041,4.73,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0054337,2541,31.75,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0016966,1473,31.51,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0064766,1729,13.44,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0073794,1668,8.24,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0053095,975,5.76,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0049557,3699,7.66,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0023461,1436,41.39,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0021038,1554,31.56,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0058414,1650,2.06,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0040855,2042,23.24,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0031909,680,35.07,1,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0056675,3729,16.52,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0077388,939,9.75,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0027793,315,12.36,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0017553,4254,0.94,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0025931,2343,6.3,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0065057,5316,34.49,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0056521,1057,13.67,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0010064,2725,8.98,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0032352,3413,11.05,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0045315,550,19.9,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0075173,1069,3.99,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0005011,998,23.77,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0081930,2726,6.43,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0063269,976,18.63,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0042943,1079,7.91,1,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0070056,2083,60.16,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0079340,389,7.05,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0034447,1717,3.95,1,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0083258,4023,36.96,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0026855,1246,22.08,1,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0074372,1439,26.54,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0052529,2121,12.78,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0016382,1871,0.34,1,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0045484,1248,2.88,1,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0027845,919,6.5,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0062990,1209,7.1,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0075358,2608,3.41,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0047370,1286,19.98,1,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0070544,2271,15.82,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0079025,2419,13.81,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0054843,1378,13.59,1,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0086453,1231,1.72,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0068226,2356,17.14,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0055059,3297,22.78,1,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0018819,3679,17.1,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0018628,2579,5.38,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0066715,1687,3.46,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0059273,4611,38.78,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0049305,1673,5.3,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0017801,2235,32.64,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0050579,943,19.71,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0062427,1284,47.72,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0069228,5434,4.7,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0001758,1863,4.21,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0001908,1869,19.42,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0023987,2052,10.57,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0008017,6173,2.91,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0005033,3941,12.33,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0043128,923,4.77,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0042883,1292,12.37,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0045219,1242,6.25,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0021042,2138,29.42,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0032605,1277,27.82,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0084220,2817,22.59,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0086320,5255,2.16,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0073178,1234,0.79,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0007284,1489,22.33,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0063180,1921,16.91,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0022669,1886,15.98,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0024465,212,20.09,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0089992,5883,1.94,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0004301,988,12.17,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0008024,2011,25.46,1,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0011964,1494,14.19,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0089960,1230,31.63,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0050628,3080,10.86,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0048820,1372,24.38,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0055879,2478,10.8,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0063507,5432,3.58,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0077878,113,5.3,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0063216,5909,14.07,1,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0016840,1329,36.96,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0056834,3947,53.94,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0040847,245,11.2,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0041347,1862,5.62,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0019269,1230,31.35,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0009189,1465,15.44,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0019778,2431,35.34,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0069725,1333,1.86,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0059524,1645,6.3,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0015468,2468,14.53,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0037795,1168,65.5,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0036173,643,20.17,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0037412,3552,5.0,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0016849,1918,24.05,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0052099,1347,8.42,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0009622,1850,24.54,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0081880,2485,6.16,1,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0051437,5521,11.54,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0007531,1393,7.35,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0084304,1935,13.3,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0079952,1381,6.25,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0084424,6263,15.02,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0037537,2548,9.27,1,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0047834,2950,14.97,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0054242,2565,1.57,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0050233,1046,22.37,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0035883,1290,16.13,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0004129,2287,52.46,1,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0073547,2531,19.12,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0047587,1229,21.14,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0008814,1573,6.19,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0057011,6325,9.43,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0088480,312,5.61,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0042074,369,7.2,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0005038,906,33.44,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0055385,972,16.36,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0077483,1123,21.54,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0089229,3295,30.5,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0025702,1804,4.96,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0030585,642,23.26,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0034478,1442,24.31,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0049208,851,28.35,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0070761,3521,20.52,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0063395,1980,25.54,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0011039,562,30.47,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0083049,1901,5.83,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0016079,2539,21.77,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0046921,1847,7.57,1,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0033905,2426,11.54,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0040047,3477,40.34,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0013627,1639,17.5,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0024428,509,7.25,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0028154,2820,21.63,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0028900,1736,35.37,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0011303,2598,17.25,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0019005,273,7.16,1,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0083992,1472,26.6,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0027521,1886,12.07,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0084102,2077,6.12,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0007504,2878,23.38,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0033851,4210,33.95,1,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0074892,3091,16.62,1,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0020840,2566,31.94,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0024258,1647,20.73,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0077269,645,21.56,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0024231,774,11.35,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0066061,1498,5.33,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0064976,1208,27.96,1,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0039359,2455,13.37,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0052137,563,8.09,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0013859,2455,32.63,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0020418,790,27.39,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0085102,3677,24.72,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0071877,1170,7.41,1,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0033360,644,37.4,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0060007,5429,6.9,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0032062,254,14.76,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0062358,2524,37.26,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0022561,1542,9.05,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0074395,1028,36.28,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0031331,1574,26.26,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0035874,734,1.47,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0033183,2232,1.88,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0063837,1330,12.6,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0080037,809,29.96,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0073172,1709,12.61,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0065373,2217,15.91,1,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0078360,1421,12.21,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0021310,1065,32.85,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0034631,2111,6.94,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0046593,4674,7.73,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0064451,1735,18.8,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0078338,1824,23.61,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0066163,1209,23.85,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0013459,1265,29.15,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0009686,5669,30.37,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0089621,650,20.31,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0045633,6565,3.56,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0073404,3063,0.05,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0042126,2090,2.31,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0007496,2942,10.58,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0003286,4053,1.72,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0009967,1157,26.37,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0013288,3136,14.4,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0026199,1103,22.58,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0012651,2212,19.1,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0050328,1222,8.51,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0049143,2052,2.99,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0029163,2894,36.85,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0011456,1402,57.53,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0055917,1999,7.78,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0046613,2207,7.16,1,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0068249,1456,14.49,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0025562,527,1.6,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0018011,1621,22.08,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0081129,3450,20.92,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0032942,1327,26.44,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0040354,1032,26.95,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0068106,2428,17.07,1,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0040455,1831,8.19,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0041178,5949,20.43,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0018440,4769,32.98,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0063791,1229,29.81,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0077124,1321,13.93,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0010212,5183,27.73,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0011302,2001,3.99,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0002204,3452,16.99,0,SG,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0076394,1970,7.31,1,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0023942,2223,7.29,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0078910,2338,24.81,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0036418,1429,5.29,0,PH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0030041,1928,10.49,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0061911,3781,14.87,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0018445,2468,11.43,0,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0044295,2842,7.98,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0072147,1730,34.59,1,ID,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0082971,966,8.3,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0041348,2063,14.47,0,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0007389,4956,19.44,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0079028,434,12.03,0,VN,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0073833,2778,12.04,1,MY,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
B0032344,1789,23.43,0,TH,0,Synthetic,Synthetic,Seeded beneficiary generator,Controls testing; blacklist is simulated
